@relation NLP

@attribute Tweet string
@attribute Category {SAMSUNG,IPHONE,VIVO,OPPO,XIAOMI,LENOVO}
@attribute Sentiment {POSITIVE,NEUTRAL,NEGATIVE,UNCATEGORIZED}

@data
'hadir-VBI sempurna-JJ ',VIVO,UNCATEGORIZED
'hadir-VBI ',VIVO,UNCATEGORIZED
'butuh-VBT bagus-NN negatif-JJ ',VIVO,UNCATEGORIZED
'keren-JJ you-FW nez-NNP ',VIVO,UNCATEGORIZED
'hancur-RB hancur-RB ',VIVO,UNCATEGORIZED
'suka-VBI tantang-VBT ',VIVO,UNCATEGORIZED
'lihat-VBT suka-VBI ',VIVO,UNCATEGORIZED
'suka-VBI tantang-VBT ',VIVO,UNCATEGORIZED
'porno-JJ mantap-JJ kuat-JJ ',VIVO,UNCATEGORIZED
'tidak-NEG murah-JJ iya-NNP ',VIVO,UNCATEGORIZED
'yss-NNP cicil-VBI ringan-JJ handphone-RB keren-JJ langsung-JJ cantik-JJ ',VIVO,UNCATEGORIZED
'porno-JJ mantap-JJ masuk-VBT ',VIVO,UNCATEGORIZED
'suka-VBI selfie-RB positif-JJ ',VIVO,UNCATEGORIZED
'porno-JJ mantap-JJ masuk-VBT ',VIVO,UNCATEGORIZED
'mantap-JJ ',VIVO,UNCATEGORIZED
'suka-VBI tantang-VBT ',VIVO,UNCATEGORIZED
'keren-JJ muncul-VBT khusus-JJ saksi-JJ hebat-JJ ',VIVO,UNCATEGORIZED
'pas-JJ keren-JJ ',VIVO,UNCATEGORIZED
'porno-JJ mantap-JJ resmi-JJ rp-NNP juta-CDP ',VIVO,UNCATEGORIZED
'resmi-JJ ',VIVO,UNCATEGORIZED
'porno-JJ mantap-JJ resmi-JJ rp-NNP juta-CDP ',VIVO,UNCATEGORIZED
'mantap-JJ tinggal-VBI tunggu-VBT ',VIVO,UNCATEGORIZED
'tinggi-JJ tidak-NEG jelek-JJ ',VIVO,UNCATEGORIZED
'porno-JJ mantap-JJ ',VIVO,UNCATEGORIZED
'keren-JJ best-JJ smartphone-IN nihh-JJ ',VIVO,UNCATEGORIZED
'bagus-IN hancur-RB ',VIVO,UNCATEGORIZED
'bagus-IN ',VIVO,UNCATEGORIZED
'cepetan-JJ muda-JJ tidak-NEG tahan-JJ hits-JJ ',VIVO,UNCATEGORIZED
'blkg-NNP tidak-NEG bagus-IN ',VIVO,UNCATEGORIZED
'yeay-NNP muncul-VBT keren-JJ ',VIVO,UNCATEGORIZED
'mantap-JJ susah-JJ ',VIVO,UNCATEGORIZED
'nya-JJ suka-VBI selfie-IN ',VIVO,UNCATEGORIZED
'',VIVO,UNCATEGORIZED
'',VIVO,UNCATEGORIZED
'',VIVO,UNCATEGORIZED
'kuat-JJ kuat-JJ tahan-JJ ',VIVO,UNCATEGORIZED
'ramai-JJ undang-VBT maju-JJ serta-CC tinggi-JJ keren-JJ ',VIVO,UNCATEGORIZED
'murah-JJ bagus-IN ',VIVO,UNCATEGORIZED
'keren-JJ ',VIVO,UNCATEGORIZED
'rusak-JJ negatif-JJ ',VIVO,UNCATEGORIZED
'suka-VBI quotenya-NNP peduli-JJ gagal-JJ bangkit-VBI ',VIVO,UNCATEGORIZED
'keren-JJ rp-NNP cuss-VBT butuh-VBT ',VIVO,UNCATEGORIZED
'hadir-VBI tidak-NEG ',VIVO,UNCATEGORIZED
'juta-CDP ratus-CDP murah-JJ parah-JJ ',VIVO,UNCATEGORIZED
'cocok-JJ suka-VBI main-VBI ubah-VBT nyaman-JJ ',VIVO,UNCATEGORIZED
'keren-JJ ',VIVO,UNCATEGORIZED
'bagus-IN ',VIVO,UNCATEGORIZED
'mantap-JJ hadir-VBI yuk-FW nya-JJ ',VIVO,UNCATEGORIZED
'suka-VBI tayang-VBT tidak-NEG unduh-VBT unduh-VBT face-FW ',VIVO,UNCATEGORIZED
'takut-NEG jatuh-VBI ',VIVO,UNCATEGORIZED
'natural-JJ ',VIVO,UNCATEGORIZED
'milik-VBT keren-JJ ',VIVO,UNCATEGORIZED
'keren-JJ ',VIVO,UNCATEGORIZED
'keren-JJ ',VIVO,UNCATEGORIZED
'keren-JJ ',VIVO,UNCATEGORIZED
'mempertahannkan-VBT kuat-JJ keren-JJ ',VIVO,UNCATEGORIZED
'utama-JJ baru-JJ ',VIVO,UNCATEGORIZED
'bagus-IN iya-NNP tambah-VBT ',VIVO,UNCATEGORIZED
'suka-VBI main-VBI blued-NNP biar-RB tidak-NEG cepat-JJ ',VIVO,UNCATEGORIZED
'teranyat-IN mantap-JJ ',VIVO,UNCATEGORIZED
'suka-VBI ',VIVO,UNCATEGORIZED
'legal-JJ bagus-IN yeah-NNP tidak-NEG oppo-JJ yah-VBT bagus-IN ',VIVO,UNCATEGORIZED
'keren-JJ rilis-JJ besar-JJ ',VIVO,UNCATEGORIZED
'suka-VBI ',VIVO,UNCATEGORIZED
'bagus-IN tidak-NEG suram-JJ ninetology-JJ ',VIVO,UNCATEGORIZED
'besar-JJ keren-JJ ',VIVO,UNCATEGORIZED
'keren-JJ berani-JJ keren-JJ ',VIVO,UNCATEGORIZED
'suka-VBI x-SYM part-DT ',VIVO,UNCATEGORIZED
'terima-VBT niat-NNP ',VIVO,UNCATEGORIZED
'suka-VBI ',VIVO,UNCATEGORIZED
'optimis-JJ menang-VBT thailand-FW minimal-JJ ',VIVO,UNCATEGORIZED
'jatuh-VBI kat-VBT ',VIVO,UNCATEGORIZED
'keren-JJ dua-CDP ',VIVO,UNCATEGORIZED
'their-FW tahan-JJ jugak-RB beli-VBT ',VIVO,UNCATEGORIZED
'',VIVO,UNCATEGORIZED
'salah-JJ bagus-NN ',VIVO,UNCATEGORIZED
'kat-VBT bagus-IN ',VIVO,UNCATEGORIZED
'',VIVO,UNCATEGORIZED
'handphone-RB keren-JJ with-FW ',VIVO,UNCATEGORIZED
'suka-VBI of-FW ip-NNP ',VIVO,UNCATEGORIZED
'yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'rl-NNP yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'rl-NNP yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'rl-NNP yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'rl-NNP yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'rl-NNP yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'rl-NNP yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'rl-NNP yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'rl-NNP yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'rl-NNP yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'rl-NNP yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'yss-NNP bagus-IN tidak-NEG dipake-VBT sob-NNP ',VIVO,UNCATEGORIZED
'suka-VBI ',VIVO,UNCATEGORIZED
'beli-VBT tetapi-CC suka-VBI guna-SC tidak-NEG ',VIVO,UNCATEGORIZED
'suka-VBI ikut-VBI ',VIVO,UNCATEGORIZED
'suka-VBI ',VIVO,UNCATEGORIZED
'suka-VBI ikut-VBI ',VIVO,UNCATEGORIZED
'mampu-MD murah-JJ bagus-NN ',VIVO,UNCATEGORIZED
'keren-JJ ',VIVO,UNCATEGORIZED
'jakarta-NNP suka-VBI gede-JJ ',VIVO,UNCATEGORIZED
'beli-VBT then-FW mampos-MD xhdup-SYM menyumpahh-VBT lme-RB ade-FW ',VIVO,UNCATEGORIZED
'bekal-VBI xg-SYM xg-SYM keren-JJ ',VIVO,UNCATEGORIZED
'tetapi-CC cocok-JJ suka-VBI selfie-IN ',VIVO,UNCATEGORIZED
'tetring-JJ bagus-IN rusak-JJ buang-NEG dibenerin-VBT bagus-NN ',VIVO,UNCATEGORIZED
'dual-CDP xplay-SYM xiaomi-SYM ',VIVO,UNCATEGORIZED
'murah-JJ bagus-IN dapur-MD tangguh-JJ ',VIVO,UNCATEGORIZED
'bagus-IN ',VIVO,UNCATEGORIZED
'suka-VBI x-SYM part-DT ',VIVO,UNCATEGORIZED
'bagus-IN ',VIVO,UNCATEGORIZED
'keren-JJ luncur-JJ xplay-SYM ',VIVO,UNCATEGORIZED
'suka-VBI hina-CC hina-CC ',VIVO,UNCATEGORIZED
